regionCNC;N° auto;nom;region administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unite urbaine;population unite urbaine;situation geographique;ecrans;fauteuils;semaines d'activite;seances;entrees 2022;entrees 2021;evolution entrees;tranche d'entrees;programmateur;AE;categorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmes;nombre de films inedits;nombre de films en semaine 1;PdM en entrees des films français;PdM en entrees des films americains;PdM en entrees des films europeens;PdM en entrees des autres films;films Art et Essai;PdM en entrees des films Art et Essai;latitude;longitude;geolocalisation
7;112811;LUMIERE;PROVENCE-ALPES-COTE D'AZUR;PLACE EVARISTE GRAS;13028;La Ciotat;36812.0;13;757;Toulon;598427.0;04-Unites urbaines de 100 000 hbts ou plus;3.0;426.0;53.0;4248.0;24776.0;24998.0;-0.8880710456836582;De 20 à 30 000 entrees;;OUI;C;;FIXE;NON;B;240.0;187.0;168.0;63.52825793796739;19.153283478403008;10.494054186588206;6.824404397041397;178.0;56.03367251031833;43.175703;5.604941;43.175703, 5.604941
7;173991;LA COUPOLE;PROVENCE-ALPES-COTE D'AZUR;QUARTIER SAINTE APPOLONIE;6065;La Gaude;7225.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;177.0;49.0;678.0;9093.0;4705.0;93.2624867162593;De 5 à 10 000 entrees;;OUI;C;;FIXE;NON;B;200.0;179.0;5.0;61.09238031018206;21.690267475837267;12.339851652056643;4.877500561924028;98.0;36.54753877275792;43.721609;7.149739;43.721609, 7.149739
7;210701;LA STRADA;PROVENCE-ALPES-COTE D'AZUR;BOULODROME LA STRADA (PLEIN AIR);84058;Lacoste;432.0;84;0;Zone rurale;14908533.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;100.0;53.0;639.0;20222.0;9458.0;113.80841615563546;De 20 à 30 000 entrees;;OUI;E;JP;ITINERANT;NON;R;191.0;142.0;0.0;67.9598161803997;14.657475686651706;11.488725018702576;5.893983114246018;129.0;64.47579352356524;43.847212;5.273548;43.847212, 5.273548
7;249563;CESAR;PROVENCE-ALPES-COTE D'AZUR;4 PLACE CASTELLANE;13055;Marseille;876602.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;3.0;458.0;47.0;3869.0;48247.0;36431.0;32.433916170294516;De 40 à 50 000 entrees;;OUI;A;;FIXE;NON;C;190.0;102.0;76.0;57.58630939742664;5.494925474542443;20.839526094526306;16.079239033504606;170.0;91.43912692683341;43.28624;5.383262;43.28624, 5.383262
7;84745;SALLE RAIMU;PROVENCE-ALPES-COTE D'AZUR;AVENUE DE LA BORDE;6029;Cannes;73159.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;177.0;47.0;370.0;7671.0;5131.0;49.50302085363476;De 5 à 10 000 entrees;;OUI;C;;FIXE;NON;B;160.0;128.0;2.0;48.512854982355904;16.383801041841707;16.921525793984205;18.181818181818183;88.0;42.816333389346326;43.567121;6.963836;43.567121, 6.963836
7;154712;LE GRENIER DE L ALCAZAR;PROVENCE-ALPES-COTE D'AZUR;PLACE THIERS;13035;Eyguières;7014.0;13;13207;Eyguières;7014.0;06-autres communes et unites urbaines;1.0;198.0;50.0;453.0;7136.0;3834.0;86.12415232133542;De 5 à 10 000 entrees;;OUI;E;;FIXE;NON;I;123.0;95.0;9.0;52.373341857120025;29.614831388844493;9.509349528528048;8.502477225507432;61.0;27.329391081988174;43.695168;5.030541;43.695168, 5.030541
7;321854;GERARD PHILIPE;PROVENCE-ALPES-COTE D'AZUR;AV GABRIEL PERI;13078;Port-Saint-Louis-du-Rhône;8447.0;13;13214;Port-Saint-Louis-du-Rhône;8447.0;06-autres communes et unites urbaines;1.0;213.0;50.0;938.0;9543.0;4033.0;136.62286139350363;De 5 à 10 000 entrees;;OUI;E;JPPR;FIXE;NON;I;259.0;183.0;2.0;52.66358550231087;25.370955971783022;14.680126489905131;7.285332036000973;153.0;36.04962296278278;43.39359;4.796834;43.39359, 4.796834
7;333600;SALLE POLYVALENTE;PROVENCE-ALPES-COTE D'AZUR;COUR DE L'ECOLE PRIMAIRE;83102;Regusse;2607.0;83;0;Zone rurale;14908533.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;200.0;10.0;17.0;791.0;418.0;89.23444976076556;Moins de 2000 entrees;;NON;NON;;ITINERANT;NON;R;12.0;12.0;2.0;28.192161820480404;54.740834386852086;17.06700379266751;0.0;0.0;0.0;43.657393;6.130635;43.657393, 6.130635
7;90312;FEMINA;PROVENCE-ALPES-COTE D'AZUR;58 COURS GAMBETTA;84035;Cavaillon;26206.0;84;754;Avignon;470065.0;04-Unites urbaines de 100 000 hbts ou plus;3.0;392.0;53.0;4665.0;55267.0;31661.0;74.55860522409272;De 50 à 80 000 entrees;;OUI;C;;FIXE;NON;B;216.0;175.0;149.0;63.569063989232056;25.03728764232966;8.039579468150897;3.354068900287388;86.0;23.063770962930626;43.837243;5.040229;43.837243, 5.040229
7;290063;ESPACE MAGNAN;PROVENCE-ALPES-COTE D'AZUR;31 RUE LOUIS DE COPPET;6088;Nice;346376.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;149.0;29.0;155.0;8483.0;3649.0;132.47465058920253;De 5 à 10 000 entrees;;NON;NON;;FIXE;NON;C;61.0;6.0;0.0;38.5940816581346;11.836683730802847;43.95055562492196;5.618678986140592;49.0;69.70907728805095;43.692782;7.245773;43.692782, 7.245773
7;298142;POOM;PROVENCE-ALPES-COTE D'AZUR;CENTRE SPORTIF;5096;Orcières;696.0;5;0;Zone rurale;14908533.0;04-Unites urbaines de 100 000 hbts ou plus;2.0;244.0;28.0;893.0;8765.0;4126.0;112.43334949103247;De 5 à 10 000 entrees;;NON;NON;;FIXE;NON;R;73.0;61.0;18.0;45.86388634280477;45.577451879010084;6.633822181484876;1.924839596700275;10.0;2.612282309807516;44.708057;6.341919;44.708057, 6.341919
7;446171;CASINO;PROVENCE-ALPES-COTE D'AZUR;30 AV HENRI ISNARD;6157;Vence;19585.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;2.0;281.0;52.0;1668.0;21730.0;13223.0;64.33487105800499;De 20 à 30 000 entrees;;OUI;C;;FIXE;NON;B;356.0;303.0;53.0;68.37918462048393;12.704200009470146;13.078270751456033;5.838344618589895;198.0;53.50158624934893;43.723214;7.110472;43.723214, 7.110472
7;224532;FOYER;PROVENCE-ALPES-COTE D'AZUR;FOYER;6075;Levens;5011.0;6;6108;Levens;5011.0;06-autres communes et unites urbaines;1.0;210.0;50.0;268.0;10199.0;4507.0;126.29243399156866;De 10 à 20 000 entrees;;NON;NON;;ITINERANT;NON;I;104.0;84.0;1.0;58.03285256410257;27.063301282051285;12.01923076923077;2.8846153846153846;27.0;27.814503205128204;43.860403;7.223268;43.860403, 7.223268
7;249581;CHAMBORD;PROVENCE-ALPES-COTE D'AZUR;283 AVENUE DU PRADO;13055;Marseille;876602.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;4.0;460.0;51.0;5620.0;82114.0;56138.0;46.27168762691938;De 80 à 100 000 entrees;AUBERT;NON;NON;;FIXE;NON;C;100.0;70.0;62.0;55.26196291159903;19.773935027797894;17.165965071611787;7.798136988991298;44.0;48.48369558547391;43.273044;5.391418;43.273044, 5.391418
7;257302;EDEN;PROVENCE-ALPES-COTE D'AZUR;11 RUE DE LA REPUBLIQUE;6083;Menton;31163.0;6;6501;Menton - Monaco (partie française);71500.0;05-Unites urbaines de 20 000 à 100 000 hbts;3.0;377.0;53.0;4539.0;60516.0;33307.0;81.69153631368782;De 50 à 80 000 entrees;;OUI;D;;FIXE;NON;C;215.0;174.0;98.0;44.753807653424815;38.480916157046025;11.019407017020502;5.74586917250866;93.0;14.642271167901358;43.775396;7.50197;43.775396, 7.50197
7;323884;L ESPACE DES ARTS;PROVENCE-ALPES-COTE D'AZUR;45 ESPLANADE DES ARTS;83098;Le Pradet;10656.0;83;757;Toulon;598427.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;199.0;47.0;537.0;17378.0;7556.0;129.98941238750663;De 10 à 20 000 entrees;;OUI;C;;FIXE;NON;B;180.0;150.0;0.0;70.52170308521349;17.658553917214427;7.183040208444365;4.636702789127732;95.0;40.747320423994786;43.108927;6.020419;43.108927, 6.020419
7;439295;LE FLORIAN;PROVENCE-ALPES-COTE D'AZUR;ALLEE SAINT QUENIN;84137;Vaison-la-Romaine;6019.0;84;84203;Vaison-la-Romaine;7820.0;06-autres communes et unites urbaines;3.0;442.0;49.0;2901.0;56984.0;33756.0;68.8114705533831;De 50 à 80 000 entrees;;OUI;E;RDJPPR;FIXE;NON;C;406.0;327.0;228.0;57.69154120694965;26.454336286392376;10.228816783520843;5.625305723137127;278.0;38.69413192745982;44.244391;5.067667;44.244391, 5.067667
7;725120;MEGARAMA;PROVENCE-ALPES-COTE D'AZUR;Angle Avenue François Mitterrand et Rue de Roquebillière;6088;Nice;346376.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;10.0;1515.0;53.0;17199.0;160108.0;7255.0;2106.8642315644383;De 150 à 200 000 entrees;MEGARAMA;NON;NON;;FIXE;OUI;C;268.0;184.0;177.0;29.17788997607086;52.09035442689084;11.656998960147332;7.0747566368909665;55.0;4.393690725265914;43.709927;7.288104;43.709927, 7.288104
7;725360;SALLE ANDRE BAGUR;PROVENCE-ALPES-COTE D'AZUR;SALLE ANDRE BAGUR;83117;Saint-Paul-en-Forêt;1813.0;83;0;Zone rurale;14908533.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;120.0;15.0;77.0;1019.0;;;Moins de 2000 entrees;;NON;NON;;ITINERANT;NON;R;33.0;32.0;0.0;46.08523290386521;42.91377601585729;3.468780971258672;7.5322101090188305;10.0;44.697720515361745;43.570504;6.696977;43.570504, 6.696977
7;74322;EDEN STUDIO;PROVENCE-ALPES-COTE D'AZUR;35 RUE PASTEUR;5023;Briançon;11095.0;5;5301;Briançon;16122.0;06-autres communes et unites urbaines;1.0;88.0;52.0;1013.0;17808.0;9742.0;82.79614042291111;De 10 à 20 000 entrees;;OUI;E;RDJPPR;FIXE;NON;C;198.0;141.0;2.0;77.72811442436625;6.066023880978226;9.34167677670647;6.8641849179490455;182.0;93.22520911819169;44.889994;6.634449;44.889994, 6.634449
7;723960;CAP CINEMA MANOSQUE;PROVENCE-ALPES-COTE D'AZUR;2 ESPACE SOUBEYRAN;4112;Manosque;23689.0;4;4401;Manosque;32595.0;05-Unites urbaines de 20 000 à 100 000 hbts;8.0;1214.0;53.0;15784.0;140731.0;80938.0;73.87506486446415;De 100 à 150 000 entrees;CGR;OUI;D;JP;FIXE;OUI;C;282.0;206.0;162.0;34.55985497550553;49.1069052089403;11.747991166166706;4.5852486493874585;122.0;10.440180992871067;43.836195;5.779884;43.836195, 5.779884
7;104661;ESPACE MARCEL PAGNOL;PROVENCE-ALPES-COTE D'AZUR;RUE ERASME GUICHET;13026;Châteauneuf-les-Martigues;17883.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;120.0;44.0;1027.0;9908.0;5649.0;75.39387502212782;De 5 à 10 000 entrees;;NON;NON;;FIXE;NON;B;118.0;91.0;1.0;41.5514935354436;30.572893446277305;25.39010254123941;2.485510477039679;38.0;18.736067766384306;43.383798;5.16491;43.383798, 5.16491
7;61132;LE CLAP;PROVENCE-ALPES-COTE D'AZUR;PLACE DE LA MAIRIE;84019;Bollène;14043.0;84;84301;Bollène;14043.0;06-autres communes et unites urbaines;1.0;97.0;53.0;1236.0;16066.0;8016.0;100.42415169660677;De 10 à 20 000 entrees;;OUI;E;JP;FIXE;NON;I;288.0;235.0;6.0;57.24752475247524;25.702970297029704;9.696369636963697;7.353135313531353;154.0;31.762376237623762;43.974273;7.312365;43.974273, 7.312365
7;112826;CGR LE SPOT - LA CIOTAT;PROVENCE-ALPES-COTE D'AZUR;756 Avenue Emile Bodin;13028;La Ciotat;36812.0;13;757;Toulon;598427.0;04-Unites urbaines de 100 000 hbts ou plus;8.0;1305.0;53.0;16140.0;165255.0;27965.0;490.93509744323256;De 150 à 200 000 entrees;CGR;NON;NON;;FIXE;OUI;B;189.0;142.0;135.0;32.78402634729083;51.08980318525135;11.391435915197695;4.734734552260119;18.0;2.285335812506456;43.196379;5.59634;43.196379, 5.59634
7;138594;RENCONTRES;PROVENCE-ALPES-COTE D'AZUR;45 AVENUE DU 8 MAI;4070;Digne-les-Bains;17804.0;4;4301;Digne-les-Bains;18681.0;06-autres communes et unites urbaines;1.0;246.0;34.0;81.0;4174.0;1703.0;145.09688784497942;De 2 à 5 000 entrees;;NON;NON;;FIXE;NON;C;69.0;22.0;0.0;55.837152871393904;21.40738743596657;14.64006470746832;8.115394985171205;61.0;87.11242922620653;44.089715;6.239647;44.089715, 6.239647
7;405462;CINEMAS MARCEL PAGNOL;PROVENCE-ALPES-COTE D'AZUR;107 ROUTE DU PLAN DE LA TOUR;83115;Sainte-Maxime;14954.0;83;83310;Sainte-Maxime;19625.0;06-autres communes et unites urbaines;3.0;450.0;53.0;4391.0;104821.0;60917.0;72.07183544823283;De 100 à 150 000 entrees;;NON;NON;;FIXE;NON;C;201.0;158.0;94.0;39.79712400219014;45.632690700556175;11.359903172819227;3.210282124434454;70.0;7.339846113944843;43.32495;6.62431;43.32495, 6.62431
7;423501;LE BEGO;PROVENCE-ALPES-COTE D'AZUR;AV DU 16 SEPTEMBRE 1947;6163;Tende;2193.0;6;0;Zone rurale;14908533.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;157.0;52.0;117.0;2479.0;1161.0;113.52282515073213;De 2 à 5 000 entrees;;NON;NON;;FIXE;NON;R;117.0;107.0;0.0;54.780153287615974;28.035498184751916;11.980637353771682;5.203711173860428;32.0;17.950786607503026;44.08886;7.593211;44.08886, 7.593211
7;722240;MUCEM;PROVENCE-ALPES-COTE D'AZUR;7 PROMENADE ROBERT LAFFONT;13055;Marseille;876602.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;263.0;12.0;13.0;299.0;174.0;71.83908045977012;Moins de 2000 entrees;;NON;NON;;FIXE;NON;C;12.0;0.0;0.0;29.856115107913666;56.11510791366906;8.273381294964029;5.755395683453238;5.0;43.52517985611511;43.297725;5.360374;43.297725, 5.360374
7;13413;CEZANNE;PROVENCE-ALPES-COTE D'AZUR;1 RUE MARCEL GUILLAUME;13001;Aix-en-Provence;150358.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;9.0;1539.0;53.0;13291.0;368683.0;251687.0;46.484721102003675;De 300 à 450 000 entrees;PATHE-GAUMONT;NON;NON;;FIXE;OUI;B;194.0;160.0;157.0;42.0820166815446;40.74957419891893;12.65108408133759;4.517325038198875;32.0;6.65755735307809;43.525387;5.446893;43.525387, 5.446893
7;290044;PATHE MASSENA;PROVENCE-ALPES-COTE D'AZUR;31 AVENUE JEAN MEDECIN;6088;Nice;346376.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;7.0;1366.0;53.0;12324.0;176341.0;112274.0;57.06307782745783;De 150 à 200 000 entrees;PATHE-GAUMONT;NON;NON;;FIXE;NON;C;296.0;216.0;159.0;60.1063030793229;22.25374082847074;12.141660407880293;5.498295684326073;161.0;53.92397018891906;43.702059;7.266941;43.702059, 7.266941
7;721200;CAPITOLE STUDIO;PROVENCE-ALPES-COTE D'AZUR;AVENUE DE SAINT TRONQUET;84092;Le Pontet;17146.0;84;754;Avignon;470065.0;04-Unites urbaines de 100 000 hbts ou plus;11.0;2236.0;53.0;18030.0;504557.0;286265.0;76.25521806717552;De 450 à 700 000 entrees;AUBERT;NON;NON;;FIXE;OUI;B;247.0;195.0;188.0;28.872582464250407;54.33003204484289;13.21218221202905;3.585203278877655;39.0;3.071013838359527;43.980769;4.874683;43.980769, 4.874683
7;405509;SALLE DE CINEMA DU POLE CULTUREL;PROVENCE-ALPES-COTE D'AZUR;PLACE MALHERBE;83116;Saint-Maximin-la-Sainte-Baume;18006.0;83;83309;Saint-Maximin-la-Sainte-Baume;18006.0;06-autres communes et unites urbaines;1.0;140.0;53.0;1342.0;41095.0;21783.0;88.65629160354405;De 40 à 50 000 entrees;;NON;NON;;FIXE;NON;I;140.0;107.0;50.0;33.31940929306828;49.141214340123355;13.344964002260609;4.194412364547755;57.0;11.516819421578987;43.453509;5.860383;43.453509, 5.860383
7;440617;LE MINOTAURE;PROVENCE-ALPES-COTE D'AZUR;ESPACE LOISIRS FRANCIS HUGER BLVD JACQUES UGO;6155;Vallauris;28168.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;388.0;8.0;10.0;1440.0;;;Moins de 2000 entrees;;NON;NON;;FIXE;NON;B;10.0;0.0;0.0;36.80555555555556;26.805555555555554;20.694444444444443;15.694444444444445;10.0;100.0;43.577577;7.055416;43.577577, 7.055416
7;23951;ACTES SUD LE MEJAN;PROVENCE-ALPES-COTE D'AZUR;23 QUAI MARX DORMOY;13004;Arles;51691.0;13;552;Arles;54491.0;05-Unites urbaines de 20 000 à 100 000 hbts;3.0;231.0;53.0;4325.0;42552.0;24271.0;75.32034114787194;De 40 à 50 000 entrees;;OUI;D;RDJPPR;FIXE;NON;C;215.0;155.0;85.0;68.12253344884012;8.29483107132544;15.015882183078254;8.566753296756184;183.0;84.8541726826451;43.678479;4.624726;43.678479, 4.624726
7;44502;LE CINEMA DE BEAULIEU;PROVENCE-ALPES-COTE D'AZUR;RUE ALBERT 1ER;6011;Beaulieu-sur-Mer;3788.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;120.0;52.0;853.0;14590.0;8649.0;68.69002196785756;De 10 à 20 000 entrees;;OUI;C;;FIXE;NON;B;272.0;222.0;2.0;55.99122165325531;20.3218727139722;13.569861009509875;10.11704462326262;171.0;54.55742501828822;43.705177;7.329524;43.705177, 7.329524
7;164771;EDEN;PROVENCE-ALPES-COTE D'AZUR;GRAND RUE;13038;Fontvieille;3599.0;13;13106;Fontvieille;3599.0;06-autres communes et unites urbaines;1.0;135.0;51.0;533.0;8846.0;5076.0;74.27107959022851;De 5 à 10 000 entrees;;OUI;E;;FIXE;NON;I;134.0;112.0;1.0;71.34530193518303;14.793658195383538;8.801585451154114;5.059454418279319;48.0;27.17416647237118;43.726491;4.708604;43.726491, 4.708604
7;247565;SAINT-EXUPERY CINEMA;PROVENCE-ALPES-COTE D'AZUR;AVENUE JEAN MERMOZ;13054;Marignane;32735.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;2.0;252.0;53.0;2884.0;28220.0;15500.0;82.06451612903226;De 20 à 30 000 entrees;;OUI;C;;FIXE;NON;B;245.0;189.0;46.0;48.672633495145625;38.37226941747573;10.804763349514564;2.1503337378640777;137.0;23.33131067961165;43.419763;5.213706;43.419763, 5.213706
7;402493;LE GALET;PROVENCE-ALPES-COTE D'AZUR;PLACE FRANCOIS MITTERRAND;13097;Saint-Martin-de-Crau;13661.0;13;13301;Saint-Martin-de-Crau;13661.0;06-autres communes et unites urbaines;1.0;134.0;51.0;810.0;14331.0;7061.0;102.95992069112026;De 10 à 20 000 entrees;;OUI;E;;FIXE;NON;I;160.0;126.0;0.0;49.145234493192135;33.16187594553707;12.783661119515886;4.909228441754917;61.0;21.550680786686836;43.638749;4.813461;43.638749, 4.813461
7;38931;L UBAYE;PROVENCE-ALPES-COTE D'AZUR;19 RUE HENRI MERCIER;4019;Barcelonnette;2760.0;4;4106;Barcelonnette;3373.0;06-autres communes et unites urbaines;2.0;260.0;50.0;1616.0;22034.0;11883.0;85.42455608852984;De 20 à 30 000 entrees;;OUI;E;JPPR;FIXE;NON;C;202.0;154.0;31.0;47.5992438563327;36.28544423440454;9.295841209829868;6.819470699432892;102.0;23.596408317580337;44.387012;6.653653;44.387012, 6.653653
7;84761;OLYMPIA 5 A 9;PROVENCE-ALPES-COTE D'AZUR;5 RUE D ANTIBES;6029;Cannes;73159.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;5.0;469.0;53.0;8171.0;64763.0;50797.0;27.493749630883713;De 50 à 80 000 entrees;AUBERT;NON;NON;;FIXE;NON;B;177.0;143.0;106.0;43.981274044775425;39.7246728365496;10.130865380158522;6.163187738516447;25.0;4.829813203961497;43.552366;7.016598;43.552366, 7.016598
7;119812;MAISON POURTOUS;PROVENCE-ALPES-COTE D'AZUR;MAISON POUR TOUS;6048;Contes;7612.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;100.0;53.0;131.0;6332.0;3486.0;81.64084911072862;De 5 à 10 000 entrees;;NON;NON;;ITINERANT;NON;B;91.0;80.0;1.0;64.35565382185723;28.237523689197726;6.759317751105495;0.6475047378395451;29.0;23.973468098547063;43.803799;7.330148;43.803799, 7.330148
7;142626;MEGA CGR;PROVENCE-ALPES-COTE D'AZUR;166 PLACE DU 7EME BATAILLON;83050;Draguignan;40362.0;83;83501;Draguignan;83760.0;05-Unites urbaines de 20 000 à 100 000 hbts;7.0;1288.0;53.0;13954.0;210815.0;110154.0;91.38206510884761;De 200 à 300 000 entrees;CGR;NON;NON;;FIXE;NON;C;262.0;177.0;133.0;31.805646186894787;51.3762997327897;12.332636332026654;4.485417748288854;102.0;6.649773514267887;43.532372;6.472812;43.532372, 6.472812
7;220334;THEATRE DE VERDURE;PROVENCE-ALPES-COTE D'AZUR;AVENUE DU GRAND JARDIN;83070;Le Lavandou;6048.0;83;83308;Bormes-les-Mimosas - Le Lavandou;14984.0;06-autres communes et unites urbaines;1.0;544.0;12.0;75.0;7560.0;7811.0;-3.2134169760594022;De 5 à 10 000 entrees;;NON;NON;;FIXE;NON;B;33.0;29.0;13.0;45.17195767195767;52.301587301587304;1.67989417989418;0.8465608465608466;6.0;1.3756613756613756;43.135578;6.358877;43.135578, 6.358877
7;306453;CINEMA JEAN RENOIR;PROVENCE-ALPES-COTE D'AZUR;70 BOULEVARD VOLTAIRE;13070;PENNE-SUR-HUVEAUNE;6574.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;127.0;26.0;453.0;4642.0;3206.0;44.791016843418596;De 2 à 5 000 entrees;;NON;NON;;FIXE;NON;B;67.0;47.0;0.0;62.44880362147014;22.461737443414528;13.149385643457641;1.940073291657685;25.0;16.68463030825609;43.28176;5.511895;43.28176, 5.511895
7;429951;LE ROYAL;PROVENCE-ALPES-COTE D'AZUR;2 ET 4 RUE DU DOCTEUR;83137;Toulon;181506.0;83;757;Toulon;598427.0;04-Unites urbaines de 100 000 hbts ou plus;3.0;386.0;50.0;4569.0;80944.0;40177.0;101.46850187918459;De 80 à 100 000 entrees;;OUI;A;RDPR;FIXE;NON;C;229.0;141.0;121.0;67.0990474715403;8.577918893105139;13.163736802705284;11.159296832649268;214.0;96.90879991739591;43.124501;5.96296;43.124501, 5.96296
7;722241;CINEMA LA JOLIETTE;PROVENCE-ALPES-COTE D'AZUR;54 RUE CHANTERAC;13055;Marseille;876602.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;14.0;2083.0;53.0;20290.0;446412.0;266848.0;67.29074229523924;De 300 à 450 000 entrees;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;263.0;200.0;143.0;19.426902736052355;61.78518957534306;13.489971138496612;5.297936550107975;85.0;2.7907779435440836;43.36065;5.330055;43.36065, 5.330055
7;723560;LA BALEINE;PROVENCE-ALPES-COTE D'AZUR;59 Cours Julien;13055;Marseille;876602.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;1.0;89.0;50.0;1254.0;22383.0;13370.0;67.41211667913238;De 20 à 30 000 entrees;;OUI;A;RDJPPR;FIXE;NON;C;170.0;67.0;46.0;62.28637796582047;9.031580111719485;16.990210718433715;11.691831204026325;135.0;91.28919860627178;43.2936968;5.383868200000052;43.2936968, 5.383868200000052
7;20672;CASINO;PROVENCE-ALPES-COTE D'AZUR;6 ET 8 BD DU 24 AOUT;6004;Antibes;75779.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;3.0;456.0;53.0;3947.0;90205.0;54740.0;64.78808914870295;De 80 à 100 000 entrees;;OUI;C;;FIXE;NON;B;201.0;155.0;100.0;45.38452092566338;39.62759128813673;10.631956150437045;4.355931635762846;97.0;16.174549838689874;43.57983;7.122516;43.57983, 7.122516
7;84734;STUDIO 13;PROVENCE-ALPES-COTE D'AZUR;23 AV DU DOCTEUR PICAUD;6029;Cannes;73159.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;2.0;300.0;34.0;213.0;1819.0;1039.0;75.07218479307025;Moins de 2000 entrees;;OUI;C;;FIXE;NON;B;61.0;32.0;0.0;73.63737486095661;2.169076751946607;13.793103448275861;10.400444938820911;43.0;76.4182424916574;43.550716;7.001343;43.550716, 7.001343
7;165884;ODYSSEE;PROVENCE-ALPES-COTE D'AZUR;QUARTIER DU MAZETAVENUE RENE CASSIN;13039;Fos-sur-Mer;15685.0;13;759;Marseille - Aix-en-Provence;1630325.0;04-Unites urbaines de 100 000 hbts ou plus;2.0;392.0;53.0;2297.0;22750.0;13397.0;69.81413749346869;De 20 à 30 000 entrees;;OUI;C;JPPR;FIXE;NON;B;352.0;270.0;18.0;52.492325683379626;30.575451931978755;11.625980607123715;5.306241777517907;201.0;23.563806461043708;43.453954;4.943629;43.453954, 4.943629
7;188341;LE RIOUBEL;PROVENCE-ALPES-COTE D'AZUR;QUARTIER LA LONGEAGNE;5065;Guillestre;2374.0;5;5102;Guillestre;3361.0;06-autres communes et unites urbaines;1.0;185.0;51.0;858.0;9810.0;6103.0;60.740619367524175;De 5 à 10 000 entrees;;OUI;E;JP;FIXE;NON;C;169.0;132.0;18.0;52.904097253489425;31.922557406573617;9.612787032868079;5.560558307068888;79.0;31.74245835209365;44.662223;6.649662;44.662223, 6.649662
7;290032;VARIETES;PROVENCE-ALPES-COTE D'AZUR;5/7 BD VICTOR HUGO;6088;Nice;346376.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;7.0;1108.0;53.0;12507.0;111907.0;66499.0;68.2837335899788;De 100 à 150 000 entrees;AUBERT;NON;NON;;FIXE;NON;C;158.0;130.0;127.0;49.117742283617524;34.662565652205195;11.672602345492482;4.547089718684798;23.0;8.173249874091661;43.699902;7.26609;43.699902, 7.26609
7;290388;PATHE NICE GARE DU SUD;PROVENCE-ALPES-COTE D'AZUR;PLACE DE LA GARE DU SUD;6088;Nice;346376.0;6;6701;Nice;966577.0;04-Unites urbaines de 100 000 hbts ou plus;9.0;1537.0;53.0;17370.0;428809.0;295956.0;44.88944302531457;De 300 à 450 000 entrees;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;304.0;196.0;131.0;33.877260356392455;47.08498046939265;13.499151558453157;5.53860761576174;119.0;6.418072510023832;43.709724;7.261413;43.709724, 7.261413
7;364205;SIX N'ETOILES;PROVENCE-ALPES-COTE D'AZUR;RUE DE LA REPUBLIQUE;83129;Six-Fours-les-Plages;35890.0;83;757;Toulon;598427.0;04-Unites urbaines de 100 000 hbts ou plus;4.0;568.0;53.0;6000.0;160921.0;86245.0;86.58588903704563;De 150 à 200 000 entrees;;OUI;C;JP;FIXE;NON;B;344.0;227.0;120.0;44.406043993953496;40.35413439042595;10.711843995207957;4.527977620412592;181.0;14.547359045605937;43.093086;5.83938;43.093086, 5.83938
